EDLR,51.688333,8.774833
EDLS,51.995834,6.840556
EDLT,51.944722,7.772778
EDLV,51.602414,6.142172
EDLW,51.518314,7.612242
EDLX,51.662833,6.595667
EDLY,51.853334,6.814833
EDLZ,51.578056,8.214722
EDMA,48.425158,10.931764
EDMB,48.111,9.762833
EDMC,48.419722,9.798889
EDMD,48.2285,11.423167
EDME,48.396111,12.723611
EDMF,48.518,13.346
EDMG,48.487222,10.283333
EDMH,49.111944,10.781945
EDMI,48.235278,10.137778
EDMJ,48.174444,11.125
EDMK,47.692778,10.338333
EDML,48.511667,12.033333
EDMN,48.108833,10.524333
EDMO,48.081364,11.283067
EDMP,48.4265,12.3455
EDMQ,48.702778,10.851111
EDMS,48.90095,12.518186
EDMT,48.010833,10.100833
EDMU,48.569445,10.358889
EDMV,48.635167,13.195667
EDMW,48.830278,12.879722
EDMY,48.28,12.501945
EDNA,48.264333,12.414
EDNB,49.125167,12.985
EDNC,49.021389,11.484722
EDND,49.065,10.401
EDNE,48.341945,9.916667
EDNF,48.822333,13.3675
EDNG,48.635167,10.2155
EDNH,48.016333,10.616
EDNI,49.130556,11.444167
EDNJ,48.782222,11.215278
EDNK,48.2385,12.976834
EDNL,47.858889,10.014444
EDNO,48.871,10.505833
EDNP,48.420167,12.864834
EDNQ,48.8485,10.333833
EDNR,49.142,12.081833
EDNS,48.179333,10.702833
EDNT,48.996,10.884834
EDNU,48.290278,10.441945
EDNV,47.946,12.204667
EDNW,48.289445,10.140278
EDNX,48.238889,11.559167
EDNY,47.671317,9.511486
EDNZ,50.136667,11.7945
EDOA,50.497222,12.378056
EDOB,50.904445,11.256944
EDOC,52.527778,11.354167
EDOD,51.901111,13.194444
EDOE,51.215278,12.367778
EDOF,51.373167,11.141333
EDOG,51.571111,13.052222
EDOH,50.948334,13.261667
EDOI,52.66,12.745833
EDOJ,52.144167,12.669667
EDOK,50.732778,11.236111
EDOL,52.038,11.205667
EDOM,51.9475,11.769722
EDON,52.613056,14.242778
EDOP,53.426997,11.783436
EDOQ,51.296945,13.078056
EDOR,52.741111,12.39
EDOS,50.6695,11.050667
EDOT,50.644167,12.174833
EDOU,50.964722,11.400278
EDOV,52.628833,11.82
EDOW,53.568611,12.652778
EDOX,51.593056,12.237222
EDOZ,51.996334,11.792167
EDPA,48.777833,10.264667
EDPB,48.562778,9.729167
EDPC,47.926834,12.287167
EDPD,48.657778,12.500556
EDPE,48.876945,11.182222
EDPF,49.340556,12.184722
EDPG,48.953667,12.421333
EDPH,49.268667,11.0095
EDPI,48.4575,11.942834
EDPJ,48.496389,9.639167
EDPK,48.047778,12.500556
EDPM,48.678056,9.843611
EDPO,49.285556,11.444722
EDPQ,49.429722,12.096944
EDPS,48.682778,13.695833
EDPT,48.621111,10.061111
EDPU,48.746667,10.005
EDPW,49.064333,11.2095
EDPY,48.961111,10.236389
EDQA,49.9205,10.9145
EDQC,50.263278,10.99505
EDQD,49.984428,11.63857
EDQE,49.793833,11.133167
EDQF,49.362,10.669667
EDQG,49.648131,9.966484
EDQH,49.582778,10.878056
EDQI,49.604667,11.283833
EDQK,50.135,11.458611
EDQL,50.148333,11.047333
EDQM,50.288836,11.85492
EDQN,49.587833,10.577667
EDQO,50.225833,11.7325
EDQP,49.863,11.787667
EDQR,50.039722,10.822778
EDQS,50.632167,10.726
EDQT,50.018056,10.529445
EDQW,49.678833,12.1165
EDQX,49.642222,11.161667
EDQY,50.230167,10.995834
EDQZ,49.762167,11.574667
EDRA,50.557778,7.137222
EDRB,49.945278,6.565
EDRD,49.842667,6.916167
EDRE,50.366,7.315333
EDRF,49.473,8.196333
EDRG,49.732778,7.338056
EDRH,49.611333,7.185
EDRI,49.141111,8.394722
EDRJ,49.3125,6.674
EDRK,50.325556,7.528611
EDRL,49.330833,8.205167
EDRM,49.967834,7.111667
EDRN,49.97,7.4785
EDRO,49.031667,7.99
EDRP,49.265556,7.490833
EDRS,49.790833,7.665833
EDRT,49.864167,6.787778
EDRV,50.451833,6.786
EDRW,50.566389,7.653889
EDRY,49.302167,8.451667
EDRZ,49.209525,7.400647
EDSA,48.249722,9.060278
EDSB,48.779353,8.0805
EDSE,48.658333,9.625
EDSG,48.536167,9.437
EDSH,48.919722,9.455278
EDSI,47.799167,8.7205
EDSK,48.561667,7.843889
EDSL,47.845,8.565667
EDSN,47.976945,8.905167
EDSO,48.621167,9.655833
EDSR,47.802778,8.979722
EDST,48.631833,9.4295
EDSV,48.615167,8.755667
EDSW,48.269833,7.842167
EDSZ,48.1865,8.721167
EDTB,48.791945,8.186667
EDTC,49.135,8.563611
EDTD,47.97352,8.522111
EDTF,48.0205,7.833667
EDTG,47.903167,7.617833
EDTH,48.802222,9.9275
EDTK,49.248333,8.894667
EDTL,48.36925,7.827722
EDTM,48.053889,9.372778
EDTN,48.612667,9.477167
EDTO,48.449833,7.924667
EDTP,47.9085,9.251667
EDTQ,48.863889,9.224167
EDTR,47.56,7.748333
EDTS,48.065667,8.571333
EDTU,48.029444,9.507222
EDTW,48.279167,8.428333
EDTX,49.124167,9.781167
EDTY,49.118317,9.783956
EDTZ,47.681945,9.137222
EDUA,52.650556,12.487778
EDUF,51.547778,13.228056
EDUO,51.5425,11.595833
EDUS,51.6075,13.738056
EDUW,53.9175,13.220333
EDUZ,52.000833,12.149167
EDVA,51.852834,10.0265
EDVC,52.687833,10.112333
EDVE,52.319361,10.558889
EDVF,51.918,9.113333
EDVG,51.376389,8.981111
EDVH,52.7625,9.608333
EDVI,51.806389,9.378333
EDVJ,52.028611,10.368333
EDVK,51.420792,9.392158
EDVL,51.611111,9.3975
EDVM,52.179833,9.945667
EDVN,51.706667,10.0395
EDVQ,52.5245,10.462833
EDVR,52.175278,9.053333
EDVS,52.154167,10.4265
EDVT,51.951334,9.662167
EDVU,52.983167,10.465333
EDVW,51.9675,9.293056
EDVY,52.222167,8.862834
EDWB,53.507081,8.572878
EDWC,52.4875,8.186111
EDWE,53.390975,7.225597
EDWF,53.271944,7.441945
EDWG,53.786389,7.912222
EDWH,53.069,8.3135
EDWI,53.503008,8.052828
EDWJ,53.680667,7.057833
EDWK,53.332778,9.027778
EDWL,53.742833,7.498667
EDWM,53.054,9.208667
EDWN,52.4575,7.182667
EDWO,52.286333,7.973334
EDWP,53.321389,8.073611
EDWQ,53.036,8.505167
EDWR,53.595556,6.709167
EDWS,53.633056,7.189444
EDWT,53.538333,8.538333
EDWU,52.908611,8.042778
EDWV,52.965167,9.284167
EDWX,53.288833,7.931334
EDWY,53.706945,7.228611
EDWZ,53.725278,7.372222
EDXA,52.3775,7.913611
EDXB,54.153333,8.901667
EDXC,54.4255,9.5405
EDXD,52.351389,8.326111
EDXE,52.275833,7.491333
EDXF,54.773333,9.378833
EDXG,52.200833,8.377667
EDXH,54.185278,7.915834
EDXI,52.709667,9.1625
EDXJ,54.51,9.138333
EDXK,54.79,8.9615
EDXL,53.1635,7.792667
EDXM,53.978334,9.143333
EDXN,53.766945,8.643611
EDXO,54.309,8.686833
EDXP,53.706945,7.821389
EDXQ,53.128333,9.348667
EDXR,54.218167,9.603333
EDXS,53.335556,9.259444
EDXT,54.067833,10.743167
EDXU,53.286333,8.947334
EDXW,54.911636,8.342386
EDXY,54.685333,8.531833
EDXZ,53.568056,8.789445
ARCKY,50.299167,6.132222
ASDAK,50.602222,6.251944
ASPIX,50.485361,5.416583
BARTU,51.003056,4.171667
BATTY,50.649167,5.848778
BROGY,51.1825,5.448889
BULUX,50.592778,5.251389
BUPAL,50.723056,4.601111
NIK025008,51.291306,4.279453
DENOV,50.636667,6.207222
DENOX,50.879445,4.027778
DIK156022,49.523333,6.358611
DINAN,49.831945,5.331389
DINKI,50.639167,5.906111
ELSIK,51.195,4.998611
ERIGO,50.838056,5.506111
ERPUD,51.051167,5.0475
FS410,50.293167,5.075167
GILOM,50.751945,4.774167
GIREL,50.253889,5.541389
IDOSA,49.741667,5.869722
IMVIX,50.3725,6.285
KOMOB,50.143889,5.373611
LAMLA,50.593056,6.238056
LAREP,50.442778,5.794167
LERVO,50.833056,4.158611
LOLGI,50.662778,5.153611
MOKOM,49.978611,6.166389
NIK132040,50.719567,4.967456
NIVOR,50.693889,4.290833
ORVOS,49.506667,5.498889
PELIX,50.496945,5.7625
PESOV,50.3775,6.348333
PODAT,50.695833,6.136389
PODEN,50.689167,6.140278
PUTTY,51.365853,4.337614
REMBA,50.662222,4.914167
REMGO,49.775833,5.021111
RITAX,50.077778,5.806945
RUDIX,50.417778,5.101944
SISGA,50.618056,4.056667
SOGRI,50.806389,5.045278
SONDI,51.190556,4.838334
SOPOK,50.252778,5.773889
SPI095027,50.469445,6.336389
SPI107030,50.367222,6.366111
SUXIM,50.282778,6.288611
TALUD,49.601111,5.420556
TERLA,50.6825,5.665556
TILVI,49.608333,5.584167
NTM326019,50.266667,6.25
ULRUD,51.038,5.265333
ULTAV,50.790667,5.475833
AB021,51.185894,14.479295
AB022,51.171483,14.403178
AB023,51.226525,14.340761
AB071,51.234456,14.738108
AB072,51.301331,14.749831
AB073,51.163422,14.763628
ABAMI,51.425,7.280556
ABANO,54.129167,9.5
ABASO,53.976111,11.433889
ABDAP,49.991389,7.156944
ABDIM,53.042514,8.174392
ABDIV,48.621333,11.0685
ABEBO,47.680906,9.916689
ABERU,50.069194,12.093719
ABGAN,48.958167,8.917153
ABGAS,48.593611,10.391667
ABGOT,50.9847,10.634372
ABGUS,51.867059,11.053431
ABIGI,51.123058,6.766833
ABIKA,53.124167,13.787222
ABILU,51.41,7.954167
ABITO,51.010556,10.763056
ABKIS,50.629695,13.057186
ABLOX,51.380789,14.520047
ABMAL,53.44207,10.911981
ABODU,51.511389,6.4625
ABSIX,49.929445,7.330278
ABSUL,51.385,9.069722
ABTAL,48.854634,10.107061
ABUKA,49.465278,8.679167
ABUMO,50.141667,8.923334
AC041,51.082106,12.637572
AC042,51.150172,12.605564
AC043,51.264703,12.013778
AC044,51.1103,12.6746
AC045,51.108536,12.517228
AC221,50.903103,12.403903
AC222,50.900131,12.31257
AC223,51.046992,12.077831
AC224,50.965828,12.34107
AC225,50.885514,12.381078
ADEMI,51.482778,7.888611
ADENU,50.025556,6.908334
ADEPO,53.625278,13.925278
ADIBA,50.551667,10.387778
ADKUV,50.506945,6.8175
ADLIR,52.400278,13.621945
ADMOS,51.723889,10.836945
ADMUM,50.560556,7.174722
ADSIN,52.2383,9.43067
ADUKI,54.325556,13.360278
AGATI,52.911667,10.028889
AGBUL,50.092778,6.756389
AGEDA,51.782947,7.021419
AGENI,50.75,6.033333
AGIKO,49.592939,11.319397
AKANU,49.050833,10.6581
AKASO,51.141681,12.578878
AKIMA,48.413056,13.310278
AKINI,48.749722,12.124167
AKONI,49.746795,9.187542
AKOSI,49.707778,12.086111
AKUDI,51.566945,13.656945
ALAGO,47.799728,9.462786
ALASA,54.808611,9.961667
ALAXA,49.754445,10.829167
ALEBU,50.793206,13.745764
ALEXU,51.110933,8.977228
ALIBU,50.377222,10.230278
ALIDI,50.721683,8.657825
ALONU,48.293889,12.027778
ALOPO,50.280333,11.768
ALOSI,51.588889,10.359445
ALOSO,50.7075,11.701667
ALOXO,47.766945,9.970278
ALUTU,48.496111,12.1025
AMALI,52.479722,10.406389
AMASI,50.240278,7.606111
AMDID,48.097222,12.396945
AMETU,50.833056,8.964445
AMEXO,48.101667,10.803333
AMICH,54.205556,11.153611
AMISO,53.932778,11.573889
AMLUH,53.428986,10.322508
AMOSA,49.509445,10.811389
AMOSU,51.638889,6.455
AMPEG,48.132222,11.178056
AMRAK,54.824445,9.750556
AMSAN,52.150278,7.111389
AMTIX,49.762108,9.091542
ANANO,50.983611,9.440833
ANAVI,51.311964,7.388458
ANDEC,47.886667,11.334445
ANEBO,52.548056,13.830556
ANEKI,49.317272,8.480428
ANELA,49.768764,11.224603
ANKER,48.572625,12.002328
ANORA,48.949445,10.548333
APROX,50.725242,8.715856
ARBAX,49.211111,13.043056
ARGAD,54.506111,13.496111
ARMUT,49.7225,12.323333
ARNIX,50.528889,9.561667
ARNOP,51.416242,8.178875
ARPEG,51.016592,8.306339
ARSAP,52.228056,14.7125
ARSUT,48.166667,9.328489
ARTER,52.2,7.797778
ASBAB,49.968889,8.848056
ASDIN,54.658333,13.768611
ASKIK,50.052778,8.533611
ASMOX,49.902895,6.276175
ASPAT,49.196111,10.725833
ATGUP,51.923589,13.788086
ATROS,52.282778,10.138333
AVESA,53.293333,8.157778
BABEG,48.671945,9.665278
BABUV,51.160494,6.738392
BADGO,51.096111,8.235556
BADIT,48.164444,12.834445
BADLI,49.063611,8.4475
BADMU,52.224444,8.970834
BADOS,54.37,9.135278
BADOT,49.428333,8.191389
BADSO,48.820617,8.604656
BADVI,47.731111,11.945278
BAGMI,49.226667,12.857222
BAKDO,54.123056,12.970278
BAMAS,49.87995,11.045831
BAMKI,50.718064,11.020208
BAMOR,54.446111,11.841389
BAMSU,51.188775,7.309006
BAMTA,48.732222,12.8875
BAMTO,50.060556,9.023056
BANIM,49.718333,8.608833
BANKU,54.795833,12.935278
BANSI,52.399722,13.255278
BANUB,54.461945,14.297222
BANUX,49.108611,8.665833
BAPOV,52.566667,12.083889
BARAG,51.418611,7.808611
BARAP,51.861667,11.716945
BARIX,49.1225,13.176389
BAROB,49.957222,11.617222
BARSU,49.921667,10.389445
BASUM,52.771989,8.788539
BATEB,51.017222,8.690556
BATEL,52.546945,11.099722
BATGA,49.923611,9.052778
BATOB,54.633611,8.7575
BATUB,48.019167,9.563889
BAVAX,48.262778,11.675556
BAXIM,50.956667,6.047222
BEBEB,54.580833,14.082222
BEBEX,51.353717,13.194264
BEBKU,51.456945,13.870556
BEBLA,51.041667,9.659167
BEDSI,50.573889,8.350833
BEGLU,51.420592,13.058008
BEKBA,53.131944,13.675278
BELID,52.243611,12.6975
BEMIX,51.124847,12.210372
BEMKI,47.559389,10.305595
BEPAS,48.898334,13.509722
BERDI,51.420278,10.516667
BERIM,53.726111,11.467778
BESIP,50.935278,13.485278
BESKO,52.245556,14.103056
BESNI,48.643611,11.251667
BETAG,48.973889,8.766667
BETEX,49.815833,6.425278
BETOS,48.068056,11.35
BETZO,50.966672,7.7364
BIBAG,48.39705,12.749781
BIBEG,50.435,10.136944
BIBNU,53.128797,10.456936
BIBTA,50.266944,8.896945
BIBTI,50.966667,7.108611
BIGGE,51.325556,8.432778
BIGSU,50.695,8.408056
BIGTI,53.53,12.896667
BIKBI,47.971389,9.462222
BIKMU,51.105667,6.672645
BILRA,54.774722,14.338889
BINGU,48.620278,12.6175
BIRKA,51.379445,10.931667
BIRMO,52.872222,12.068611
BISBU,49.911614,10.797158
BITBU,49.98295,6.561628
BM021,52.068247,11.361722
BM022,52.117489,11.342881
BM023,52.183233,11.580247
BM024,52.012903,11.360397
BM091,52.078692,11.903928
BM092,52.121244,11.955139
BM094,52.025036,11.921347
BODLA,53.275833,14.41
BOGMU,53.979167,10.288795
BOKNI,50.340833,10.608889
BOKSO,51.796667,10.658889
BOLBO,51.794722,13.151111
BOLKI,49.566389,7.935278
BOLSI,49.231822,10.758508
BOMBI,50.056667,8.800278
BOREP,49.965834,10.627778
BRANE,52.483914,12.561486
BRAUN,51.15,9.916667
BUGUR,49.778056,8.265556
BUKIG,51.744167,14.463889
BULAP,52.016667,9.437222
BUMAB,54.604167,10.85
BUMIL,53.12,11.286111
BURAM,48.695497,10.949003
BUREL,52.344525,11.854547
BUROK,52.084322,12.397392
BUSCH,50.840334,10.432167
BUSEP,52.371667,9.090556
BUSIR,51.120789,14.330883
DB257,52.255453,13.224222
DC041,51.195383,13.9304
DC044,51.274733,13.936809
DC221,51.102342,13.722708
DC222,51.131514,13.620161
DC224,51.050211,13.557975
DC225,51.003289,13.664531
DC226,51.0478,13.644781
DC229,50.984564,13.76332
DC230,50.982425,13.643464
DC231,50.940864,13.606456
DC232,51.212083,13.364764
DEGIN,48.601389,12.706111
DEGOM,51.164208,7.673856
DEGUL,54.646667,9.469445
DEKEL,52.302778,10.298056
DEMAB,50.541111,9.955834
DENEL,48.365278,7.884167
DENOL,51.983334,8.672778
DEPAD,51.768056,6.22
DEPOK,50.7125,6.862222
DESAN,51.398483,11.932081
DESAR,51.64,12.042778
DESOD,51.416764,8.078403
DETEV,49.823611,9.541945
DETEX,48.394445,12.331389
DETOB,48.305278,11.174722
DETUM,48.353889,11.786111
DEVRU,50.555833,6.955
DEXAV,54.634,8.781667
DEXUG,52.400414,12.260194
DF141,50.017911,8.502064
DF142,50.008536,8.496883
DF151,50.057586,8.8436
DF162,50.009789,8.49625
DF165,50.002383,8.495195
DF166,49.9549,8.488833
DF167,49.703006,8.636325
DF198,49.751022,8.46587
DF200,49.720014,8.448461
DF201,49.78755,8.239528
DG074,52.111903,7.870859
DG075,52.095142,7.846117
DG076,52.07085,7.774961
DIBDO,51.839722,11.573889
DIK046005,49.922778,6.229167
DILUG,50.410833,8.285556
DIMSU,50.166944,10.578611
DINKU,49.236111,10.383056
DIRBO,52.83212,10.844159
DISIP,51.303897,6.564114
DISKI,49.572153,6.4705
DISUN,47.862778,11.105
DITAM,50.558111,7.529561
DITBA,48.519445,9.645556
DIXAT,51.267778,7.150556
DK130,50.825111,7.2077
DK132,50.801286,7.240917
DK133,50.805406,7.235181
DK134,50.763995,7.240225
DK136,50.74952,7.17885
DN112,49.509531,11.135781
DOBUR,51.698056,13.535
DODAS,49.809836,10.704522
DODAT,52.261108,13.41295
DODEN,50.602256,8.09325
DODIL,48.732567,10.573739
DOKOK,52.507381,10.039181
DOLAV,51.421667,7.171944
DOLIT,51.549203,11.874684
DOMEG,51.709531,7.587131
DOMUX,51.419722,7.536389
DONAB,49.821081,8.029119
DOSEL,48.438611,12.480833
DOSIS,49.238586,11.406675
DOSUR,54.858611,9.194167
DOTOB,53.285739,8.064906
DP513,51.408628,12.141594
DP514,51.4025,11.633858
DP516,51.470347,12.125292
DP517,51.418514,11.950692
DP518,51.427333,12.133033
DP519,51.385853,12.087317
DP520,51.40892,12.147733
DP521,51.453333,12.081267
DP522,51.741933,12.377567
DP525,51.388145,11.726328
DP526,51.367339,12.096092
DP529,51.638058,12.733614
DP531,51.4694,12.316236
DP536,51.446183,12.544797
DP541,51.415867,12.296061
DP542,51.465272,12.335983
DP543,51.423175,12.45677
DP544,51.427175,12.546939
DP545,51.428039,12.566561
DV203,52.4592,9.501347
EBANA,51.0475,8.959167
EBASA,51.804445,14.193611
EBATU,49.514445,8.994445
EBEDA,48.160278,12.126944
EBESI,50.075278,11.04
EBIPA,50.381392,9.521558
EBOGI,50.523056,8.451945
EDEGA,51.034722,9.007778
EDISA,48.988889,8.310833
EDUDU,49.910278,10.166944
EDUMI,47.761389,8.458611
EEDER,51.021333,8.946
EGAKA,49.857222,8.748611
EKDUS,51.349411,6.378781
EKERN,54.5058,9.863867
EKPEK,50.964495,13.32135
EKPUT,49.786945,10.096667
EKROV,53.142803,9.418945
EKSAK,51.016944,8.596111
EKSOS,49.654167,11.4075
EKTOT,52.061944,7.292778
ELBAL,51.157058,7.446256
ELBED,50.818295,6.057642
ELBEG,47.696945,7.749445
ELDAR,51.023056,6.679445
ELKIM,54.289167,11.675
ELMOX,49.383611,9.824722
ELMUG,48.151694,12.340153
ELNAT,51.204317,9.690989
ELTED,51.820278,11.601111
ELTUK,52.008611,7.867222
ELVAG,48.951667,10.246389
EMBAD,51.277686,9.273942
EMBOX,52.057436,11.349675
EMGOD,50.196389,7.328889
EMKIL,48.174167,8.764722
EMKIR,49.450775,10.577672
EMPAX,48.461945,8.998056
EMPIT,53.237331,7.489381
ENGLE,49.617,12.203833
ENIBI,47.681217,9.537778
ENUGA,52.655,9.059722
ERAKU,52.512222,13.036389
ERDOK,50.888611,10.031389
ERETO,49.931,11.408214
EREXA,52.546283,9.165319
ERKUM,51.619986,6.696295
ERLAD,52.648397,8.962647
ERLET,49.401111,8.313889
ERMEL,49.187778,11.044722
ERNAS,48.844722,11.219444
ERNEP,50.971389,8.279722
ERNUD,52.933889,11.525556
ERSET,50.9525,9.963056
ERSIL,51.050581,10.286603
ERTES,49.955278,10.6275
ERUKI,50.608333,6.7525
ESADU,51.41,8.756111
ESAMA,50.341111,8.859722
ESATI,50.063056,9.19
ESEGA,48.296389,13.181389
ESEGU,51.273333,10.471945
ESIKA,52.123889,12.671389
ESLOR,51.065833,14.179444
ESOBU,51.183056,10.759167
ESTAD,53.525342,9.564639
ESULI,48.434167,9.2275
ESUPI,50.058444,8.121097
ETAGO,48.7275,9.46
ETARU,50.285556,8.112222
ETASA,49.190794,9.128403
ETENO,50.181944,6.191667
ETIPO,51.72447,12.131336
ETNUS,51.552222,14.244722
ETOLU,50.181111,9.288611
ETOXU,47.725833,9.550556
EVIVA,48.667431,11.702939
EVIVU,54.578889,10.940278
EVKUN,47.875834,9.415278
EVOKI,52.745556,12.934722
EVTAT,47.574706,10.255533
EXITI,49.5625,11.407222
EXOBA,51.767222,8.326945
EXUSI,49.222778,12.657222
FLUTE,54.897167,8.8555
FQ110,51.019889,8.737425
FQ111,50.985497,8.862595
FQ112,51.032181,8.786528
FQ114,51.088444,8.824692
FQ290,51.050819,8.624264
FQ291,51.087764,8.488372
FQ292,51.091689,8.473886
FQ294,51.056097,8.45712
FQ296,51.086436,8.609103
FULNO,50.872222,9.701389
GAGSI,48.629725,8.4669
GALKU,52.389445,12.079167
GALMA,51.398056,11.451111
GAPLA,50.653889,10.280556
GAPNU,51.378925,6.740864
GARGU,52.644445,11.466667
GARKI,51.384406,14.116117
GARLU,52.829167,11.118056
GARMO,47.793122,9.300175
GASBO,54.274811,12.276536
GASKA,50.351945,10.278611
GASTU,53.633333,8.005278
GATPI,48.046667,7.686945
GEBDA,49.1025,8.2875
GEBNO,49.166689,9.932292
GEBSO,50.549445,6.690833
GEDSI,50.284125,9.125125
GELTI,54.790556,10
GENTI,52.3326,12.343756
GERGA,52.602503,14.028136
GERKU,49.089722,8.287778
GESBI,51.061111,6.324722
GESLU,48.461945,9.688611
GESTO,53.174886,10.083492
GETNI,51.118333,7.954722
GEVNI,53.761978,13.481522
GEVTA,50.958889,9.692222
GIBMA,53.213039,8.771506
GIBSA,49.668211,9.667539
GIGET,49.701111,8.726667
